NB2020 [recipe] data (yossy) 2026-01-10
code	user	root	branch	public	protect	draft	favorite	name	dish	type	role	tech	time	cost	sum	protocol	date
yo-r-0GLcQ1o7DTkyQ1aWLHn4	yossy		0	1	1	0	0	サーモンとアボカドのサラダ	2	7	3	7	4	4	10151:50:g:50:::1.0:50<t>07006:50:g:50:::1.0:50<t>06153:100:g:100:::1.0:100<t>-:-:g:-:0:-:-:-<t>14006:8.0:小さじ:2.0:::1.0:8.0<t>17015:15:大さじ:1:::1.0:15<t>17012:0.4:g:0.4:::1.0:0.4<t>17090:0.1:g:0.1:::1.0:0.1<t>+:-:g:-:0:タルタルソース:-:-<t>12005:28:個M:0.5:::1.0:28<t>06153:10:大さじ:1:::1.0:10<t>06239:2.0:g:2:::1.0:2.0<t>06069:10:g:10:::1.0:10<t>17043:24:大さじ:2:::1.0:24	#群馬のお教室<n>#<n>たまねぎは線維を切るように薄切りにし、水にさらす。<n>アボカドは皮をむき、食べやすい大きさに切って、レモン汁（分量外）をかける。<n>@アボカドの変色防止のため<n>スモークサーモンは食べやすい大きさに切る。<n><n>ボウルにサラダ油、酢、塩胡椒を入れてよく混ぜ合わせる。<n>水気を切った薄切り玉ねぎを加え、和える。<n><n>!タルタルソース<n>玉ねぎ、パセリ、ピクルスはみじん切りにする。<n>ゆで玉子は粗みじん切りにする。<n>ボウルに材料を全部入れ混ぜ合わせる。<n><n>器にスモークサーモン、アボカド、薄切り玉ねぎを盛り付け、タルタルソースをのせて仕上げる。	2021-10-03
yo-r-0Hr4qRo92HiyB1vMvGZD	yossy		0	1	1	0	0	豚汁	2	1	4	1	0	0	11115:80:g:80::小間切れ:1.0:80<t>06134:50:g:50:::1.0:50<t>02010:50:g:50:::1.0:50<t>06084:50:g:50:::1.0:50<t>06214:50:g:50:::1.0:50<t>04040:40:g:40:::1.0:40<t>06226:20:g:20:::1.0:20<t>14002:12:大さじ:1:::1.0:12<t>-:-:g:-:0:-:-:-<t>P00001:600:カップ:3:::1.0:600<t>17028:4.0:小さじ:1:::1.0:4.0<t>17045:17:大さじ:1:::1.0:17<t>16025:18:大さじ:1:::1.0:18<t>-:-:g:-:0:-:-:-<t>P17001:0.1:g:0.1:::1.0:0.1	#群馬のお教室<n>#<n>大根と人参は5 mm厚さのいちょう切り。<n>里芋は5 mm厚さの半月切り。<n>@冷凍などの小さいものは輪切り<n>ごぼうは斜めの薄切りにし、水にさらしておく。<n>ねぎは5 mm幅の輪切り。<n>油揚げは半分に切り、5mm幅に切る。<n>豚肉は食べやすい大きさに切る。<n><n>鍋にごま油を入れ加熱し、豚肉を炒め、更に大根、人参、里芋、ごぼうを加え炒める。<n>出汁を加えて灰汁を取りながら野菜に火が通るまで煮る。<n>味噌、みりん、ねぎ、油揚げを加えひと煮立ちさせる。<n><n>器に盛り入れて仕上げ、七味唐辛子を添える。	2019-02-23
yo-r-0IHxKLdrtYpZn4Jb4PL4	yossy		0	1	1	0	0	長芋とオクラの味噌汁	2	1	4	1	0	0	02023:50:g:50:::1.0:50<t>06032:10:g:10.0::1本/人:1.0:10<t>P00001:400:カップ:2:::1.0:400<t>17028:4.0:小さじ:1:::1.0:4.0<t>17045:15:g:15:::1.0:15	#群馬のお教室<n>#<n>オクラは粗塩で板ずりして洗い、5mm厚さの小口切り。<n>長芋は皮をむいて、細目の拍子木切りにし、酢水につける。<n>お椀にオクラと長芋を盛っておく。<n><n>鍋に出汁と味噌を入れ熱し、煮立ったら直ぐに火を止める。<n><n>お椀の具に熱々の汁を注いで仕上げる。	2019-11-23
yo-r-0jiAC81ximdbko2ZCRsA	yossy		0	1	1	0	0	メキシカンサラダ	2	6	3	7	0	0	P06002:40:g:40:::1.0:40<t>06312:50:g:50:::1.0:50<t>11186:30:個M:2:::1.0:30<t>14006:2.0:g:2:::1.0:2.0<t>P06001:10:g:10:::1.0:10<t>P15006:2.0:g:2.0:0:1枚/人:1.0:2.0<t>+:-:g:-:0:サルサソース:-:-<t>06182:80:個M:1/2:::1.0:80<t>06245:10:g:10:::1.0:10<t>06153:10:大さじ:1.0::みじん切り:1.0:10<t>03003:3.0:小さじ:1:::1.0:3.0<t>07145:7.0:g:7.0::1/4個分/人:1.0:7.0<t>17072:1.0:g:1.0::お好み:1.0:1.0<t>17012:0.3:g:0.3::適当:1.0:0.3<t>17065:0.01:g:0.01::適当:1.0:0.01	#群馬のお教室<n>#<n>キドニービーンズの水煮はさっと茹でて冷ます。<n>レタスはちぎってベビーリーフと共に水につけて、パリッとさせる。<n>ソーセージは斜めに切り妙める｡<n><n>!サルサソース<n>トマト、ピーマンはみじん切りにする。<n>ボウルに材料をすべて混ぜ合わせる。<n><n>器にサラダを彩り良く盛り付け、サルサソースを添えて仕上げる。	2020-08-09
yo-r-0ltHdb6u1CSiXQGGPM0l	yossy		0	0	0	0	0	豆乳	1	0	0	0	0	0	04052:195:g:195:::1.0:195<t>04053:40:g:40:::1.0:40<t>P00001:-35.0:g:-35:::1.0:-35.0	#ダミー<n>#キッコーマンの特濃豆乳のダミーレシピ	2025-10-27
yo-r-0MIge27WGxfPGDCbL5xh	yossy		0	1	1	0	0	牛丼	2	1	1	1	0	0	11030:0.1e3:g:0.1e3:::1.0:0.1e3<t>06153:105:個M:1/2:::1.0:105<t>17075:2.0:g:2:::1.0:2.0<t>P00001:200:カップ:1:::1.0:200<t>17007:35:大さじ:2:::1.0:35<t>16010:30:大さじ:2:::1.0:30<t>16025:35:大さじ:2:::1.0:35<t>03003:9.0:大さじ:1:0::1.0:9.0<t>-:0:0:0:0::1.0:0<t>01088:400:杯(大盛り):2.0:::1.0:400<t>06104:10:g:10.0::お好み:1.0:10<t>P17030:1.0:g:1.0::お好み:1.0:1.0	#イシバシ・レシピ<n>#<n>玉葱は櫛形に切る。<n>牛肉は食べやすい大きさに切る。<n><n>鍋に水、醤油、ワイン、みりん、砂糖、ガーリックパウダーを入れて煮立てる。<n>@ガーリックパウダーがなければ、すりおろしにんにくでも良し<n>玉葱を加え、弱火で火を通す。<n>玉葱がしなっとなったら、牛肉を加え火を通す。<n>@いっぱい灰汁が出るので取る<n>味見をしながら煮詰める。<n><n>丼にご飯を盛り、牛肉、玉葱、煮汁をかけ、お好みで紅生姜と七味唐辛子をかけて仕上げる。	2022-06-09
yo-r-0ONNy146FYQcn1NH3j5i	yossy		0	1	1	0	0	高野豆腐の煮物	2	1	3	1	5	2	04042:34:g:34.0:::1.0:34<t>P00001:300:カップ:1.5:::1.0:300<t>17028:4.0:小さじ:1:::1.0:4.0<t>03003:18:大さじ:2:::1.0:18<t>17007:5.9:小さじ:1:::1.0:5.9<t>-:-:g:-:0:-:-:-<t>06214:50:g:50:::1.0:50<t>P00001:100:カップ:0.5:::1.0:100<t>17028:2.0:小さじ:0.5:::1.0:2.0<t>14006:4.0:小さじ:1:::1.0:4.0<t>03003:6.0:小さじ:2:::1.0:6.0<t>17007:3.0:小さじ:0.5:::1.0:3.0<t>-:-:g:-:0:-:-:-<t>06020:20:g:20:::1.0:20	#群馬のお教室<n>#<n>高野豆腐をたっぷりのぬるま湯で戻し、押し洗いをし、軽く水気を切り、食べやすい大きさに切る。<n>にんじんは7mm厚さの輪切り、または半月切りにして皮を剥く。<n>絹さやは筋を取り塩茹でにして、水に取り、斜め切りにする。<n>!高野豆腐<n>鍋に高野豆腐を並べ水、出汁の素、砂糖を加え、弱火で15分程煮る。<n>醤油を加えさらに5分煮て火を止め、そのまま煮汁に浸し、味を含ませる。<n>!にんじん<n>鍋に水、出汁の素、油、にんじんを入れて弱火で5分煮る。<n>砂糖を加えてさらに5分煮る。<n>醤油を加え、煮汁がなくなるまで煮る。<n><n>器に高野豆腐、にんじん、絹さやを彩りよく盛り付け仕上げる。	2018-06-09
yo-r-0RT2b3pyKucwZ21PboXE	yossy		0	1	1	0	0	コンビーフとキャベツのレンジ蒸し	2	2	3	10	2	2	11105:0.1e3:g:0.1e3:::1.0:0.1e3<t>06061:0.15e3:g:0.15e3:::1.0:0.15e3<t>16023:15:大さじ:1:::1.0:15<t>-:-:g:-:0:-:-:-<t>17043:4.0:小さじ:1:::1.0:4.0<t>17036:5.0:小さじ:1:::1.0:5.0<t>17065:0.02:g:0.02:::1.0:0.02	#群馬のお教室<n>#<n>コンビーフはほぐしておく。<n>キャベツはざく切りにする。<n><n>耐熱容器にコンビーフ、キャベツ、酒を入れて混ぜ合わせる。<n>ラップをして電子レンジで3分間加熱する。<n>@600Wの場合<n>粗熱を取り、汁を捨てる。<n>マヨネーズ、ケチャップ、胡椒を加え、全体を混ぜる。<n><n>器に盛り付けて、仕上げる。	2021-10-03
yo-r-0S5NLsr6oaUSRyQ8szml	yossy		0	1	1	0	0	ジャーマンポテト	2	7	2	3	0	0	02017:180:g処理前:200.0:0::1.0:180<t>06153:105:個M:1/2:::1.0:105<t>11183:40:枚:2:::1.0:40<t>14006:12:大さじ:1:::1.0:12<t>+::::0:調味料ミックス:1.0:<t>17012:1.6:g:1.6:::1.0:1.6<t>17063:0.3:g:0.3:::1.0:0.3<t>02035:0.3:g:0.3:::1.0:0.3<t>03003:0.3:g:0.3:::1.0:0.3<t>P06013:1.0:g:1:::1.0:1.0<t>13038:1.0:g:1:::1.0:1.0<t>17077:0.1:g:0.1::適当:1.0:0.1<t>17078:0.1:g:0.1::適当:1.0:0.1<t>P00004:0.1:g:0.1::お好み:1.0:0.1	#調味料ミックス　まねっ子　肴<n>#何か差し色がほしいな<n>ボウルに調味料ミックスを入れて混ぜ合わせる。<n><n>じゃがいもは皮をむいて、食べやすい大きさに切り、耐熱容器位入れてラップをして電子レンジで500W5分ほど加熱。<n>玉ねぎは細めのくし切り。<n>ベーコンは好きなように切る。<n><n>フライパンに油を入れて熱し、中火で玉ねぎとベーコンを炒める。<n>玉ねぎに火が通ったら、じゃがいもを加え、調味料ミックスを入れて全体に絡める。<n><n>器に盛り付けて、追い胡椒をふりかけて仕上げる。<n>#写真は２人分	2025-01-29
yo-r-0TCWg3PyTyt0fb7MRWAU	yossy		0	1	1	0	0	白菜のシンプル炒め	2	1	3	3	3	1	06233:200:g:200:::1.0:200<t>17012:2.0:小さじ:0.33:::1.0:2.0<t>17066:0.6:g:0.6:::1.0:0.6<t>-:-:g:-:0:-:-:-<t>06172:0.5:g:0.5:::1.0:0.5<t>06226:5.0:g:5:::1.0:5.0<t>06103:2.0:g:2:::1.0:2.0<t>14006:12:大さじ:1:::1.0:12<t>-:-:g:-:0:-:-:-<t>P00001:45:大さじ:3:::1.0:45<t>17027:2.7:個(味の素):0.5:::1.0:2.7<t>16023:15:大さじ:1:::1.0:15<t>17065:0.1:g:0.1:::1.0:0.1<t>-:-:g:-:0:-:-:-<t>14002:4.0:小さじ:1:::1.0:4.0	#群馬のお教室<n>#<n>白菜の芯の部分は７～８cm長さの拍子木切り、葉の部分はざく切りにする。<n>ボウルに白菜を入れ塩と粉山椒を加え、揉み込み、しばらく置く。<n>長ねぎと生姜はみじん切りにする。<n>赤唐辛子は輪切りにする。<n><n>フライパンにサラダ油を熱し、赤唐辛子、長ねぎ、生姜を炒める。<n>水、コンソメ、酒、胡椒を加える。<n>白菜の水気を絞り、フライパンに入れて炒める。<n>火を止めて、ごま油を加え、ざっくり混ぜする。<n><n>器に盛り付けて、仕上げる。	2018-10-09
yo-r-0tTiASlpoQjeYR6OtZYk	yossy		0	1	1	0	0	きつねうどん	2	1	1	1	3	2	04084:40:g:40.0::品による:1.0:40<t>P00001:200:カップ:1:::1.0:200<t>17028:4.0:小さじ:1:::1.0:4.0<t>03003:14:大さじ:1.5:::1.0:14<t>17007:18:大さじ:1:::1.0:18<t>-:-:g:-:0:-:-:-<t>01038:400:個M:2:::1.0:400<t>-:-:g:-:0:-:-:-<t>P00001:400:カップ:2:::1.0:400<t>17028:2.0:小さじ:0.5:::1.0:2.0<t>03003:3.0:小さじ:1:::1.0:3.0<t>17007:18:大さじ:1:::1.0:18<t>16025:18:大さじ:1:::1.0:18<t>-:-:g:-:0:-:-:-<t>06226:0.1e3:g:0.1e3:::1.0:0.1e3	#群馬のお教室<n>#<n>油揚げは半分に切り、茹でて油抜きをして洗う。<n>長ねぎは小口切りにする。<n><n>鍋に水、だしの素、砂糖、醤油を入れて煮立てる。<n>油揚げを加えて水気がなくなるまで煮詰める。<n><n>鍋に水、だしの素、砂糖、醤油、みりんを入れて煮立ててつゆを作る。<n><n>熱湯にうどんを入れてさばき、一人前ずつ器に盛り付ける。<n>器につゆを注ぎ、油揚げとネギを添えて仕上げる。	2018-06-11
yo-r-0VJSsTjvcWyk1WzQCQPL	yossy		0	1	1	0	0	きな粉のビスケット	4	7	5	9	7	2	12004:55:個M:1:::1.0:55<t>03003:80:g:80:::1.0:80<t>14006:60:大さじ:5:::1.0:60<t>04029:0.5e2:g:0.5e2:::1.0:0.5e2<t>01015:0.12e3:g:0.12e3:::1.0:0.12e3<t>05018:36:大さじ:4:::1.0:36	#群馬のお教室　ビスケット　オーブン<n>#<n>きな粉と薄力粉は合わせてふるっておく。<n>ボウルに卵と砂糖を入れて良く混ぜ合わせ、油を加えさらに混ぜる。<n>ボウルにきな粉、薄力粉、いりゴマ入れて、混ぜてひとまとめにする。<n>生地をラップに包み、冷蔵庫で30分程休ませる。<n><n>生地を冷蔵庫から取り出し3mm厚さに伸ばして好みの型に抜く。<n>オーブンを180度に予熱し、8~10分焼く。	2023-05-15
yo-r-0zBDp4CZDoKGYxf1sfxT	yossy		0	1	1	0	0	苺のパフェ	2	5	5	7	0	0	07014:42:大さじ:2:::1.0:42<t>+:-:g:-:0:クリームシャンティー:-:-<t>13014:100:カップ:1/2:::1.0:100<t>03003:9.0:大さじ:1:::1.0:9.0<t>P00002:0.1:g:0.1::適当:1.0:0.1<t>-:-:g:-:0:-:-:-<t>01137:20:g:20:::1.0:20<t>13045:60:g:60:::1.0:60<t>07012:30:g:30::1個/人:1.0:30	#群馬のお教室<n>#<n>苺はヘタを取り、縦に４つに切る。<n>ボウルにクリームシャンティーの材料を入れてホイップする。<n><n>器にコーンフレークとアイスクリームを盛り付ける。<n>苺ジャムをかけ、クリームシャンティーを絞り、苺を飾って仕上げる。	2021-10-03
yo-r-0zVeGtw0tfoSDX4pWatU	yossy		0	1	1	0	0	ぶり大根	2	1	2	1	0	0	10241:200:g:200.0::1切れ/人:1.0:200<t>17012:0.6:g:0.6::適当:0.5:0.3<t>-:-:g:-:0:-:-:-<t>06134:250:g:250:::1.0:250<t>07142:1.0:g:1.0::適当:1.0:1.0<t>-:-:g:-:0:-:-:-<t>16023:45:大さじ:3:::1.0:45<t>03003:9.0:大さじ:1:::1.0:9.0<t>17028:4.0:小さじ:1:::1.0:4.0<t>-:-:g:-:0:-:-:-<t>17007:18:大さじ:1:::1.0:18<t>16025:35:大さじ:2:::1.0:35	#群馬のお教室　煮物警報<n>#<n>大根は1cm厚さに切って、皮を剥いて半月または銀杏切りにする。<n>ぶりは一口大に切り、熱湯にくぐらせ霜降りにする。<n>柚子の皮は千切りにする。<n><n>鍋にたっぷりの水と大根を入れて、竹串がスッと通るまで茹でる。<n>ゆで汁を大根ひたひたの量を残し捨て、ぶり、酒、砂糖、出汁の素を入れ7分ほど煮る。<n>醤油、みりんを加え、煮汁がなくなる直前までに煮る。<n><n>器に盛り付けて、柚子の皮を飾って仕上げる。	2024-01-04
yo-r-0zYw2AWbfjpRUVS21ylh	yossy		0	1	1	0	0	茄子と豚肉の中華丼	2	3	1	3	5	4	06191:0.1e3:g:0.1e3:::1.0:0.1e3<t>11129:80:g:80:::1.0:80<t>06223:4.0:g:4:::1.0:4.0<t>14006:24:大さじ:2:::1.0:24<t>-:-:g:-:0:-:-:-<t>P00001:200:カップ:1:::1.0:200<t>17093:2.5:小さじ:1:::1.0:2.5<t>16023:15:大さじ:1:::1.0:15<t>03003:14:大さじ:1.5:::1.0:14<t>17007:35:大さじ:2:::1.0:35<t>-:-:g:-:0:-:-:-<t>P00001:15:大さじ:1:::1.0:15<t>02034:6.0:小さじ:2::片栗粉:1.0:6.0<t>14002:4.0:小さじ:1:::1.0:4.0<t>-:-:g:-:0:-:-:-<t>01088:300:g:300:::1.0:300	#群馬のお教室<n>#<n>ご飯は炊いておく。<n>茄子はヘタを取り、ピーラーで縦に縞目に皮をむき、一口大の乱切りにする。<n>にんにくは芽を取り薄切りにする。<n>豚肉は2cm幅に切る。<n>水溶き片栗粉を作っておく。<n><n>フライパンに油とにんにくを入れ、弱火でゆっくり炒め、色が付いたら取り出す。<n>茄子と豚肉を入れて、茄子がしんなりするまで炒める。<n>水、鶏ガラスープ、酒を加えてひと煮立ちさせる。<n>砂糖を加え5分煮る。<n>醤油を加え5分煮る。<n>水溶き片栗粉を加え、手早く混ぜ、再沸騰させてとろみを付ける。<n>火を止め、ごま油を入れてひと混ぜする。<n><n>器にご飯を盛り付け、具を載せ、にんにくを飾って仕上げる。	2018-05-30
yo-r-100d-eafd-68a5-1306	yossy		0	1	1	0	0	チキンソテー	2	7	2	3	3	0	11221:300:g:300:::1.0:300<t>17012:2.0:小さじ:1/3:::1.0:2.0<t>17065:0.01:g:0.01:0:適当:1.0:0.01<t>14006:12:大さじ:1.0::適当:1.0:12<t>-:0:g:0:0::1.0:0<t>06247:50:g:50.0::=赤パプリカ:1.0:50<t>06007:50:g:50:::1.0:50<t>06048:50:g:50:::1.0:50	#男の子 フライパン<n>#<n>野菜は食べやすいように切る。<n>鶏肉は余分な脂肪や筋を切り取る。<n>分厚い部分に包丁を入れて切り開き、均等の厚さにする。<n>身の面に1.5cm間隔に5mm深さの切込みを入れ、塩、胡椒をふる。<n><n>フライパンに油を入れ中火で1分程熱し、鶏肉の皮目から押し付けて焼き付ける。<n>3分程して皮目に焼き色がついたら、フライパンの余分な油を拭き取る。<n>鶏肉を裏返し、中心まで火が通るように弱火で8-9分加熱する。<n>再度裏返して皮目をパリッと仕上げ、器に盛り付ける。<n>野菜をソテーし、分量外の塩、胡椒で薄く味付けする。<n><n>器に付け合わせを盛り付けて仕上げる。	2022-05-22
yo-r-1091-5b0c-69c0-1a9c	yossy		0	0	0	0	0	炊き合わせ	1	1	0	0	0	0		#京都の学校<n>#	2023-04-27
yo-r-10EiEmWQhceSoxdNbMvd	yossy		0	1	1	0	0	鯵のカレームニエル	2	7	2	3	0	0	10003:120:g:120.0::大1匹/2人:1.0:120<t>17012:1.2:g:1.2::適当:1.0:1.2<t>17065:0.01:g:0.01::適当:1.0:0.01<t>-:-:g:-:0:-:-:-<t>17061:2.0:小さじ:1:::1.0:2.0<t>13038:2.0:小さじ:1:::1.0:2.0<t>01015:5.0:g:5:::1.0:5.0<t>14001:12:大さじ:1:::1.0:12<t>-:-:g:-:0:-:-:-<t>06153:0.1e3:g:0.1e3:::1.0:0.1e3<t>08016:50:g:50:::1.0:50<t>06239:2.0:g:2.0::適当:1.0:2.0<t>14001:4.0:小さじ:1:::1.0:4.0<t>16025:5.9:小さじ:1:::1.0:5.9<t>17007:5.9:小さじ:1:::1.0:5.9	#群馬のお教室<n>#<n>鯵はうろことぜいごを取り、3枚に下ろして骨を抜き、塩、胡椒を振り置いておく。<n>玉ねぎは繊維方向に薄切り。<n>シメジは石づきを切り落とし、小房に分ける。<n>パセリはみじん切りにする。<n>カレー粉、粉チーズ、小麦を混ぜてバットに広げる。<n><n>鯵の表面の汁気をペーパータオルでとり、バットの衣をまぶす。<n>フライパンにオリーブオイルを入れて熱し、鯵を身を下にして、両面を3分程焼く。<n>鯵を器に盛り付け、フライパンの油を拭く。<n>フライパンにオリーブ油を足して熱し、玉ねぎとシメジを炒める。<n>みりんと醤油を入れて絡め炒める。<n><n>野菜を器に盛り付け、鯵のパセリを散らして仕上げる。	2021-10-03
yo-r-11viU6oAy6YP4k5tSXyB	yossy		0	1	1	0	0	スパゲッティ　アマトリチャーナ	2	4	1	1	5	4	01063:200:g:200:::1.0:200<t>+:-:g:-:0:トマトソース:-:-<t>06184:200:g:200:::1.0:200<t>06223:4.0:g:4:::1.0:4.0<t>06172:1.0:g:1:::1.0:1.0<t>17036:15:大さじ:1:::1.0:15<t>16010:45:大さじ:3:::1.0:45<t>03003:1.5:小さじ:0.5:::1.0:1.5<t>17027:5.3:個(味の素):1:::1.0:5.3<t>14001:4.0:小さじ:1:::1.0:4.0<t>-:-:g:-:0:-:-:-<t>11183:30:g:30:::1.0:30<t>14001:4.0:小さじ:1:::1.0:4.0<t>17012:0.6:g:0.6:::1.0:0.6<t>17065:0.02:g:0.02:::1.0:0.02<t>-:-:g:-:0:-:-:-<t>06239:2.0:g:2:::1.0:2.0<t>13038:10:g:10:::1.0:10	#群馬のお教室<n>#<n>にんにく、赤唐辛子、パセリはみじん切りにする。<n>ベーコンは1cm角に切る。<n><n>フライパンにオリーブ油とにんにくと赤唐辛子を入れ、弱火で加熱し香りを出す。<n>トマトの水煮、コンソメ、ケチャップ、白ワイン、砂糖を入れて煮込み、トマトソースを作る。<n><n>別のフライパンにオリーブ油、ベーコンを入れ弱火で炒め、トマトソースを加えてる。<n>塩と胡椒で味を調える。<n><n>袋の説明通りにスパゲッティーをアルデンテに茹でる。<n>トマトソースでスパゲッテーを和える。<n><n>皿に盛り付けて、パセリと粉チーズを振って仕上げる。	2018-08-25
yo-r-12783ab9d5ead7c63c3e	yossy		0	0	0	1	0	ハンバーガー	1	7	1	3	0	0		#<n>#<n>	2023-04-27
