FN	STARCH	GLUS	FRUS	GALS	SUCS	MALS	LACS	TRES	CHOAVL	SORTL	MANTL	NoticeSUG			
13001	-	-	-	-	-	-	4.5	-	4.5	-	-	未殺菌のもの			
13002	(0)	0	0	0	0	0	4.4	-	4.4	-	-	未殺菌のもの			
13003	(0)	0	0	0	(0)	0	4.4	-	4.4	-	-				
13006	(0)	0	0	0	0	0	4.6	-	4.6	-	-				
13004	(0)	0	0	0	0	0	4.8	-	4.8	-	-	13003普通牛乳から推計			
13005	(0)	0	0	0	0	0	4.9	-	4.9	-	-				
13007	0.1	0.9	1.1	0	3.2	0	2.4	-	7.7	-	-				
13009	(0)	(Tr)	(0)	(Tr)	(0)	(0)	(34.1)	-	(34.2)	-	-	13003普通牛乳から推計			
13010	(0)	0.1	0	0.1	0	Tr	47.8	-	47.9	-	-	別名： スキムミルク			
13011	(0)	0.3	Tr	0.3	Tr	0	50.7	-	51.3	-	-	別名： 育児用粉ミルク<br>育児用栄養強化品			
13012	(0)	(0)	(0)	(0)	(0)	(0)	(10.8)	-	(10.8)	-	-	別名： エバミルク<br>英国成分表から推計			
13013	-	-	-	-	44.1	-	9.1	-	53.2	-	-	別名： コンデンスミルク			
13014	0.1	-	-	-	-	0	2.7	-	2.7	-	-	別名：生クリーム、フレッシュクリーム			
13015	(0.1)	-	-	-	-	(0)	(2.7)	-	(2.8)	-	-	脂質： 乳脂肪由来22.5 g 、植物性脂肪由来19.6 g<br>13014クリーム乳脂肪及び13016クリーム植物性脂肪（1：1）から推計			
13016	0.1	-	-	-	-	0	2.5	-	2.5	-	-	別名：植物性生クリーム			
13017	(0.1)	(0.1)	(0.1)	(0)	(9.6)	(0)	(2.4)	(0)	(12.2)	(0)	(0)	クリームにグラニュー糖を加えて泡だてたもの<br>13014クリーム乳脂肪と03005グラニュー糖（9：1）から推計			
13018	(0.1)	(0.1)	(0.1)	(0)	(9.9)	(0)	(2.4)	(0)	(12.6)	(0)	(0)	クリームにグラニュー糖を加えて泡だてたもの<br>脂質： 乳脂肪由来19.1 g、植物性脂肪由来17.1 g<br>13015クリーム乳脂肪・植物性脂肪の推計値と03005グラニュー糖（9：1）から推計			
13019	(0.1)	(0.1)	(0.1)	(0)	(11.0)	(0)	(2.5)	(0)	(13.8)	(0)	(0)	クリームにグラニュー糖を加えて泡だてたもの<br>13016クリーム植物性脂肪と03005グラニュー糖（9：1）から推計			
13020	(0.1)	-	-	-	-	(0)	(1.5)	-	(1.6)	-	-	別名： コーヒー用ミルク、コーヒー用クリーム<br>13014クリーム乳脂肪から推計			
13021	(Tr)	-	-	-	-	(0)	(1.6)	-	(1.7)	-	-	別名： コーヒー用ミルク、コーヒー用クリーム<br>脂質： 乳脂肪由来9.2 g、植物性脂肪由来12.4 g<br>13015クリーム乳脂肪・植物性脂肪の推計値から推計			
13022	(Tr)	-	-	-	-	(0)	(1.8)	-	(1.8)	-	-	別名： コーヒー用ミルク、コーヒー用クリーム<br>13016クリーム植物性脂肪から推計			
13023	-	-	-	-	-	-	57.7	-	57.7	-	-				
13024	12.9	2.4	-	-	5.0	6.8	0	-	27.1	-	-				
13025	-	0.1	0	0.8	0	0	2.9	-	3.8	-	-	別名： プレーンヨーグルト			
13053	-	0.4	0	0.9	0	Tr	2.7	-	3.9	-	-				
13054	-	0.4	-	1.1	-	-	2.6	-	4.1	-	-				
13026	0.2	0.2	0	0.7	6.5	0	3.6	-	11.2	-	-	別名： 普通ヨーグルト			
13027	0.1	1.0	0.8	0.5	4.1	0	3.5	-	10.1	-	-				
13028	-	4.9	4.8	0	3.9	0	1.5	-	15.1	-	-	無脂乳固形分3.0 %以上			
13030	0.1	2.4	4.5	0	1.8	0	0.4	0	9.2	0.1	0.1	無脂乳固形分3.0 %未満			
13031	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	(0)	-	-	豪州成分表から推計			
13032	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	(0)	-	-	豪州成分表から推計			
13033	-	0	-	0	-	-	0.5	-	0.5	-	-	クリーム入りを含む			
13034	-	0	-	0	-	-	0	-	0	-	-				
13035	-	0	-	0	-	-	2.4	-	2.4	-	-				
13037	(0)	(0.1)	(0.2)	(0)	(0)	(0)	(0.1)	-	(0.4)	-	-	豪州成分表から推計			
13038	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	(0)	-	-	粉末状<br>豪州成分表から推計			
13039	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	(0)	-	-	豪州成分表から推計			
13055	-	0	-	0	-	-	3.5	-	3.5	-	-				
13056	(0)	(0)	(0)	(0)	(0)	(0)	(0)	-	(0)	-	-	米国成分表から推計			
13057	-	0.2	-	0.4	-	-	0.3	-	1.0	-	-	別名： シェーブルチーズ			
13040	-	0	-	0.1	-	-	0	-	0.1	-	-				
13042	0.3	0.7	0	0.3	11.4	0.3	4.3	-	17.3	-	-	乳固形分15.0 %以上、乳脂肪分12.0 %以上<br>試料： バニラアイスクリーム			
13043	2.1	0.3	0.1	0	9.4	0.7	4.6	-	17.1	-	-	乳固形分15.0 %以上、乳脂肪分8.0 %<br>試料： バニラアイスクリーム			
13045	0.4	1.0	0.3	0	11.9	2.0	4.5	-	20.0	-	-	乳固形分3.0 %以上、主な脂質： 植物性脂肪			
13050	-	0	-	0.5	-	-	70.7	-	71.2	-	-				
13051	(0)	(0)	(0)	(0)	(0)	(0)	(6.4)	-	(6.4)	-	-	試料： 成熟乳<br>英国成分表から推計			
13052	(0)	(0)	(0)	(0)	(0)	(0)	(4.5)	-	(4.5)	-	-	英国成分表から推計			
14017	-	0	0	0	0	0	0.5	-	0.5	-	-				
14018	-	(0)	(0)	(0)	(0)	(0)	(0.6)	-	(0.6)	-	-	別名： 無塩バター<br>14017有塩バターから推計			
14020	0.1	0	0	0	0	0	0.7	-	0.8	-	-				
14021	0.1	0	0	0	0	0	0.5	-	0.6	-	-				
15001	(6.5)	(0.4)	(0.4)	(0)	(58.6)	(0)	(0)	(0)	(66.0)	-	-	原材料配合割合から推計			
15002	(5.9)	(0.4)	(0.3)	(0)	(59.7)	(0)	(0)	-	(66.3)	-	-	原材料配合割合から推計			
15003	(6.8)	(0.4)	(0.4)	(0)	(61.2)	(0)	(0)	-	(68.7)	-	-	原材料配合割合から推計			
15005	(21.4)	(0.2)	(0.2)	(0)	(24.3)	(0.5)	(0)	(0)	(47.2)	-	-	別名： 大判焼、小判焼、回転焼、二重焼、太鼓まんじゅう、ともえ焼、たい焼を含む<br>小豆こしあん入り<br>部分割合： 皮 2、あん 1<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.6)g			
15006	(16.7)	(0.2)	(0.2)	(0)	(26.7)	(0)	(0)	(0)	(43.8)	(0)	(0)	別名：外郎餅<br>試料： 白ういろう<br>原材料配合割合から推計			
15007	(18.3)	(0.3)	(0.2)	(0)	(32.8)	(1.3)	(0)	(0)	(54.4)	(0)	(0)	小豆こしあん入り<br>部分割合：もち 10、あん 8、きな粉 0.05<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.4)g			
15008	(28.4)	(0.2)	(0.1)	(0)	(15.3)	(0.6)	(0)	(0)	(45.2)	(0)	(0)	小豆こしあん入り<br>部分割合： 皮 3、あん 2<br>葉を除いたもの<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.7)g			
15009	(14.6)	(0.6)	(0.3)	(0)	(38.9)	(3.5)	(0)	(0)	(61.8)	(0)	(0)	試料： 長崎カステラ<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (3.9)g			
15010	(8.4)	(0.4)	(0.3)	(0)	(48.4)	(0.7)	(0)	(0)	(59.0)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.7)g			
15011	(19.7)	(0.3)	(0.3)	(0)	(33.7)	(0)	(0)	(0)	(54.1)	(0)	(0)	原材料配合割合から推計			
15012	(19.2)	(0.5)	(0.4)	(0)	(48.8)	(1.9)	(0)	(0)	(72.9)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (2.1)g			
15013	(16.2)	(0.4)	(0.3)	(0)	(41.4)	(1.6)	(0)	(0)	(61.7)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.8)g			
15014	(25.3)	(0.2)	(0.2)	(0)	(32.7)	(0)	(0)	(0)	(58.5)	(0)	(0)	原材料配合割合から推計			
15015	(0.1)	(0.6)	(0.5)	(0)	(66.2)	(1.8)	(0)	(0)	(71.2)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (2.0)g			
15016	(18.3)	(0.1)	(0.1)	(0)	(37.6)	(0)	(0)	(0)	(56.1)	(0)	(0)	小豆つぶしあん入り<br>部分割合： 皮 1、あん 9<br>原材料配合割合から推計			
15017	(27.3)	(0.2)	(0.2)	(0)	(21.4)	(0.6)	(0)	(0)	(50.4)	(0)	(0)	小豆こしあん入り<br>部分割合： 皮 6、あん 4<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.7)g			
15018	(32.8)	(0.1)	(0.1)	(0)	(10.1)	(0.4)	(0)	(0)	(43.9)	(0)	(0)	小豆こしあん入り<br>部分割合： 団子 8、あん 3<br>くしを除いたもの<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.4)g			
15019	(35.6)	(0.1)	(0.1)	(Tr)	(7.7)	(0)	(0)	(0)	(43.5)	(0)	(0)	別名：しょうゆ団子<br>部分割合： 団子 9、たれ 2<br>くしを除いたもの<br>原材料配合割合から推計			
15121	(22.5)	-	-	-	-	-	-	-	(22.5)	-	-	炭水化物の全てがでん粉と仮定して推計			
15122	(22.4)	-	-	-	-	-	-	-	(22.4)	-	-	炭水化物の全てがでん粉と仮定して推計			
15020	(26.7)	(0.3)	(0.2)	(0)	(32.5)	(1.4)	(0)	(0)	(62.6)	(0)	(0)	あん（小豆あん、くるみ、水あめ、ごま等）入り<br>部分割合： 皮 5、あん 4<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.5)g			
15123	(28.6)	(0.2)	(Tr)	(0)	(6.4)	(0)	(0)	(0)	(35.2)	(0)	(0)	みそだれ付き			
15022	(18.9)	(0.2)	(0.2)	(0)	(24.2)	(0.6)	(0)	(0)	(44.7)	(0)	(0)	別名： 道明寺<br>小豆こしあん入り<br>部分割合： 道明寺種皮 3、あん 2<br>廃棄部位： 桜葉<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.7)g			
15021	(20.1)	(0.3)	(0.2)	(0)	(30.3)	(0.9)	(0)	(0)	(52.6)	(0)	(0)	小豆こしあん入り<br>部分割合： 小麦粉皮 4、あん 5<br>廃棄部位： 桜葉<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.9)g			
15124	(29.8)	(0.2)	(0.1)	(0)	(20.7)	(0)	(0)	(0)	(50.8)	(0)	(0)	小豆こしあん入り<br>原材料配合割合から推計			
15023	(32.0)	(0.2)	(0.1)	(0)	(15.8)	(0.6)	(0)	(0)	(49.3)	(0)	(0)	小豆こしあん入り<br>部分割合： もち皮 10、あん 7<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.7)g			
15024	(13.5)	(0.5)	(0.3)	(0)	(39.6)	(2.9)	(0)	(0)	(60.1)	(0)	(0)	あん入りロールカステラ<br>柚子風味小豆こしあん入り<br>部分割合： 皮 2、あん 1<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (3.2)g			
15025	(15.5)	(0.2)	(0.1)	(0)	(20.1)	(0)	(0)	(0)	(35.9)	(0)	(0)	上新粉製品<br>原材料配合割合から推計			
15026	(13.8)	(0.6)	(0.3)	(0)	(39.9)	(4.3)	(0)	(0)	(63.6)	(0)	(0)	小豆こしあん入り<br>部分割合： 皮 1、あん 9 <br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (4.7)g			
15027	(15.4)	(0.3)	(0.3)	(0)	(43.9)	(Tr)	(0)	(0)	(59.9)	(0)	(0)	小豆つぶしあん入り<br>部分割合： 皮 5、あん 4<br>原材料配合割合から推計			
15004	(17.8)	(0.3)	(0.3)	(0)	(44.8)	(0.4)	(0)	(0)	(64.1)	(0)	(0)	あん（小豆こしあん、小豆つぶしあん）入り<br>部分割合： 皮 4、あん 6<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.5)g			
15028	(14.1)	(0.4)	(0.3)	(0)	(40.1)	(1.6)	(0)	(0)	(58.2)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.6)g			
15029	(23.7)	(0.3)	(0.3)	(0)	(35.3)	(1.0)	(0)	(0)	(61.6)	(0)	(0)	小豆こしあん入り<br>部分割合： 皮 5、あん 7<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.0)g			
15030	(13.0)	(0.3)	(0.3)	(0)	(34.9)	(0.9)	(0)	(0)	(50.3)	(0)	(0)	別名： くずざくら<br>小豆こしあん入り<br>部分割合： 皮 2、あん 3<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.9)g			
15032	(18.0)	(1.0)	(0.9)	(0)	(40.0)	(1.0)	(0)	(0)	(61.8)	(0)	(0)	小豆こしあん入り<br>部分割合： 皮 4、あん 5<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.9)g			
15033	(20.4)	(0.3)	(0.3)	(0)	(34.4)	(1.0)	(0)	(0)	(57.5)	(0)	(0)	薬まんじゅう等<br>小豆こしあん入り<br>部分割合： 皮 1、あん 2<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.1)g			
15036	(17.1)	(0.4)	(0.3)	(0)	(43.0)	(1.2)	(0)	(0)	(63.2)	(0)	(0)	小豆こしあん入り<br>部分割合： 皮 1、あん 9<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.3)g			
15037	(16.9)	(0.1)	(0)	(Tr)	(52.8)	(0)	(0)	(0)	(69.8)	(0)	(0)	試料： くるみ入り<br>原材料配合割合から推計			
15038	(8.8)	(0.5)	(0.4)	(0)	(55.6)	(1.3)	(0)	(0)	(68.0)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.4)g			
15039	(6.3)	(0.3)	(0.2)	(0)	(29.8)	(1.0)	(0)	(0)	(38.7)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.1)g			
15040	(14.0)	(0.3)	(0.3)	(0)	(37.0)	(1.1)	(0)	(0)	(53.8)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.2)g			
15041	(0.3)	(1.0)	(0.6)	(0)	(82.1)	(6.5)	(0)	(0)	(97.5)	-	-	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (7.1)g			
15042	(20.0)	(0.8)	(0.7)	(0)	(37.4)	(10.5)	(0)	(0)	(69.5)	(0)	(0)	別名： 芋けんぴ<br>原材料配合割合から推計			
15043	(41.1)	(0.5)	(0.3)	(0)	(38.6)	(3.8)	(0)	(0)	(88.5)	(0)	(0)	米おこし、あわおこしを含む<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (4.2)g			
15044	(60.0)	(0.1)	(Tr)	(0)	(5.3)	(0)	(0)	(0)	(65.3)	(0)	(0)	らっかせい製品<br>原材料配合割合から推計			
15047	(20.5)	(0.8)	(0.2)	(0)	(24.9)	(9.2)	(0)	(0)	(65.7)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (10.1)g			
15048	(37.1)	(0.4)	(0.4)	(0)	(50.1)	(Tr)	(0)	(0)	(87.9)	(0)	(0)	原材料配合割合から推計			
15049	(35.3)	(0.4)	(0.4)	(0)	(47.7)	(Tr)	(0)	(0)	(83.7)	(0)	(0)	原材料配合割合から推計			
15050	(29.3)	(0.3)	(0.3)	(0)	(59.3)	(Tr)	(0)	(0)	(89.2)	(0)	(0)	別名： 有平巻き<br>原材料配合割合から推計			
15051	(66.2)	(Tr)	(Tr)	(0)	(0.4)	(0.1)	(0)	(0)	(66.7)	(0)	(0)	原材料配合割合から推計			
15052	(64.2)	(Tr)	(0.1)	(0)	(5.5)	(0.1)	(0)	(0)	(69.9)	(0)	(0)	原材料配合割合から推計			
15057	(68.8)	(Tr)	(0)	(0)	(0.1)	(0)	(0)	(0)	(69.0)	(0)	(0)	原材料配合割合から推計			
15058	(74.0)	(0.2)	(0.1)	(Tr)	(8.9)	(0)	(0)	(0)	(83.1)	(0)	(0)	別名： ざらめせんべい<br>原材料配合割合から推計			
15059	(75.2)	(0.1)	(0)	(Tr)	(Tr)	(0)	(0)	(0)	(75.4)	(0)	(0)	原材料配合割合から推計			
15060	(80.1)	(0.1)	(0)	(Tr)	(0.1)	(0)	(0)	(0)	(80.4)	(0)	(0)	原材料配合割合から推計			
15061	(40.9)	(0.4)	(0.4)	(0)	(49.1)	(0)	(0)	(0)	(90.7)	-	-	別名： たまごボーロ、乳ボーロ、栄養ボーロ、衛生ボーロ<br>原材料配合割合から推計			
15062	(37.4)	(1.4)	(1.5)	(0)	(40.6)	(1.7)	(0)	(0)	(84.4)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (1.7)g			
15063	(35.3)	(0.5)	(0.4)	(0)	(47.6)	(2.3)	(0)	(0)	(88.4)	(0)	(0)	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (2.5)g			
15064	(0.2)	(0.5)	(0.5)	(0)	(67.4)	(0)	(0)	(0)	(68.6)	(0)	(0)	糖衣のいり大豆<br>原材料配合割合から推計			
15065	(40.9)	(0.4)	(0.4)	(0)	(51.4)	(0)	(0)	(0)	(93.0)	(0)	(0)	原材料配合割合から推計			
15066	(31.7)	(0.5)	(0.4)	(0)	(59.3)	(0.7)	(0)	(0)	(93.4)	(0)	(0)	みじん粉製品<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.8)g			
15067	(29.6)	(0.5)	(0.4)	(0)	(56.8)	(0.7)	(0)	(0)	(88.7)	(0)	(0)	麦こがし製品<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.7)g			
15068	(17.2)	(0.5)	(0.5)	(0)	(64.6)	(0.8)	(0)	(0)	(84.4)	(0)	(0)	さらしあん製品<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.8)g			
15069	(27.4)	(1.1)	(1.6)	(0)	(15.4)	(1.4)	(0.2)	(0.1)	(48.0)	(Tr)	(0)	小豆こしあん入り<br>部分割合： パン 10、あん 7<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (0.7)g			
15126	(17.8)	(0.5)	(0.7)	(0)	(31.0)	(0.3)	(0.1)	(Tr)	(50.3)	(0)	(0)	ミニあんパン<br>小豆こしあん入り<br>部分割合： パン 22、あん 78<br>原材料配合割合から推計			
15127	(23.1)	(1.4)	(1.6)	(0)	(2.2)	(1.1)	(0.3)	-	(29.5)	(0)	-	製品全体<br>部分割合： パン 69、具 31			
15128	30.0	1.2	1.5	0	1.4	0.9	0.3	0	35.3	0	-				
15129	7.7	1.7	1.6	0	3.9	1.5	0.2	-	16.7	0	-				
15070	(29.5)	(1.3)	(1.9)	(0)	(7.1)	(0.9)	(1.5)	(0.1)	(42.3)	(Tr)	(0)	部分割合： パン 5、カスタードクリーム 3<br>原材料配合割合から推計			
15130	(15.4)	(0.6)	(0.8)	(0)	(11.8)	(0.4)	(2.1)	(0.1)	(31.1)	(Tr)	(0)	ミニクリームパン<br>部分割合： パン 31、カスタードクリーム 69<br>原材料配合割合から推計			
15071	(24.7)	(1.5)	(2.1)	(0)	(22.9)	(0.8)	(0.3)	(0.1)	(52.5)	(Tr)	(0)	部分割合： パン 5、いちごジャム 3<br>原材料配合割合から推計			
15072	(30.4)	(1.0)	(1.5)	(0)	(4.9)	(0.7)	(2.3)	(0.1)	(40.9)	(Tr)	(0)	部分割合： パン 5、チョコクリーム 4<br>原材料配合割合から推計			
15131	(25.6)	(0.5)	(0.8)	(0)	(7.5)	(0.4)	(3.3)	(0.1)	(38.2)	(Tr)	(0)	ミニチョコパン<br>部分割合： パン 31、チョコクリーム 69<br>原材料配合割合から推計			
15132	35.5	1.5	2.0	0	16.3	0.7	0.2	-	56.2	0.2	-				
15073	(6.8)	(Tr)	(0)	(0)	(14.5)	(0)	(2.4)	(0)	(23.8)	(0)	(0)	エクレアを含む<br>部分割合： 皮 1、カスタードクリーム 5<br>原材料配合割合から推計			
15074	(20.7)	(0.3)	(0.2)	(0)	(28.0)	(Tr)	(Tr)	(0)	(49.3)	(0)	(0)	原材料配合割合から推計			
15075	(16.2)	(0.3)	(0.2)	(0)	(24.4)	(Tr)	(0.6)	(0)	(41.7)	(0)	(0)	デコレーションケーキを含む（果実などの具材は含まない。）<br>スポンジとクリーム部分のみ<br>部分割合： スポンジケーキ 3、ホイップクリーム 1<br>原材料配合割合から推計			
15133	(13.6)	(0.6)	(0.7)	(0)	(13.2)	(Tr)	(0.7)	(0)	(28.9)	(0)	(0)	原材料配合割合から推計			
15134	(5.0)	(0.2)	(0.1)	(0)	(16.3)	(0)	(1.3)	(0)	(23.0)	(0)	(0)	原材料配合割合から推計			
15135	(7.0)	(0.2)	(0.1)	(0.1)	(11.2)	(Tr)	(1.9)	(0)	(20.5)	(0)	(0)	原材料配合割合から推計			
15078	(34.5)	(0.2)	(0.2)	(0)	(23.4)	(Tr)	(0.4)	(0)	(58.7)	(0)	(0)	原材料配合割合から推計			
15079	(34.4)	(0)	(Tr)	(0)	(0.1)	(0.1)	(0)	(0)	(34.5)	(0)	(0)	原材料配合割合から推計			
15080	(17.8)	(0.4)	(1.4)	(0)	(17.3)	(Tr)	(0)	(0)	(36.9)	(0.1)	(0)	部分割合： パイ皮 1、甘煮りんご 1<br>原材料配合割合から推計			
15081	(27.5)	(0.5)	(0.5)	(0)	(0.4)	(0.1)	(0)	(0)	(29.0)	(0)	(0)	原材料配合割合から推計			
15082	(19.8)	(0.3)	(0.2)	(0)	(26.7)	(Tr)	(0.1)	(0)	(47.4)	(0)	(0)	パウンドケーキ、マドレーヌを含む<br>原材料配合割合から推計			
15083	(31.4)	(2.1)	(0.1)	(0)	(7.4)	(0.1)	(2.4)	(0)	(43.8)	(0)	(0)	原材料配合割合から推計			
15084	(21.8)	(0.1)	(Tr)	(0)	(12.3)	(Tr)	(2.6)	(0)	(37.0)	(0)	(0)	部分割合： 皮 1、カスタードクリーム 1<br>原材料配合割合から推計			
15085	(19.3)	(0.6)	(0.6)	(0)	(34.0)	(Tr)	(1.2)	(0)	(55.9)	(0)	(0)	部分割合： 皮 1、いちごジャム 1<br>原材料配合割合から推計			
15086	(0)	(0.2)	(0.1)	(0)	(10.6)	(0)	(2.7)	(0)	(13.8)	(0)	(0)	別名： プリン、カスタードプディング<br>プリン部分のみ<br>原材料配合割合から推計			
15136	(0)	(0.1)	(0.1)	(0)	(9.9)	(0)	(1.5)	(0)	(11.6)	(0)	(0)	杏仁豆腐を含む<br>原材料配合割合から推計			
15142	0.2	4.3	4.7	-	2.2	0.1	0	-	11.5	Tr	-				
15087	(0)	(2.6)	(2.8)	(0)	(12.4)	(0)	(0)	(0)	(17.8)	(0)	(0)	別名：オレンジゼリー<br>ゼラチンゼリー<br>ゼリー部分のみ<br>原材料配合割合から推計			
15089	(0)	(0.1)	(0.1)	(0)	(9.6)	(0)	(4.4)	(0)	(14.1)	(0)	(0)	別名：ミルクゼリー<br>ゼラチンゼリー<br>ゼリー部分のみ<br>原材料配合割合から推計			
15090	(0)	(Tr)	(Tr)	(0)	(13.0)	(0)	(0)	(0)	(13.1)	-	-	別名：ワインゼリー<br>ゼラチンゼリー<br>ゼリー部分のみ<br>原材料配合割合から推計			
15091	(Tr)	(Tr)	(0)	(0)	(17.4)	(0)	(2.4)	(0)	(19.9)	(0)	(0)	ババロア部分のみ<br>原材料配合割合から推計			
15092	(37.3)	(0.3)	(0.3)	(0)	(35.3)	(Tr)	(1.2)	(0)	(74.5)	(0)	(0)	原材料配合割合から推計			
15141	(28.4)	(0.3)	(0.3)	(0)	(38.1)	(Tr)	(0.9)	(0)	(68.1)	(0)	(0)	原材料配合割合から推計			
15095	(38.2)	(0.3)	(0.2)	(0)	(32.9)	(Tr)	(0)	(0)	(71.7)	(0)	(0)	原材料配合割合から推計			
15054	(31.0)	(0.2)	(0.2)	(0)	(29.2)	(Tr)	(0)	(0)	(60.7)	(0)	(0)	ラードを用いたもの<br>原材料配合割合から推計			
15097	51.1	0.4	0.4	Tr	19.4	0.1	0.4	-	71.9	-	-				
15098	(45.4)	(0.2)	(0.2)	(0)	(20.6)	(0.1)	(0.6)	(0)	(67.0)	(0)	(0)	クッキーを含む<br>原材料配合割合から推計			
15096	(50.2)	(Tr)	(Tr)	(0)	(3.6)	(0.1)	(0)	(0)	(53.9)	(0)	(0)	パルミエを含む<br>別名： パフ<br>原材料配合割合から推計			
15100	(26.1)	(0.2)	(0.1)	(0)	(36.7)	(Tr)	(0.2)	(0)	(63.3)	(0)	(0)	部分割合： ビスケット 4、マカロン 2、クリーム 1<br>原材料配合割合から推計			
15109	(0)	(0.7)	(0.7)	(0)	(98.1)	(0)	(0)	(0)	(99.5)	-	-	別名： チャイナマーブル　<br>原材料配合割合から推計			
15107	(1.2)	(1.9)	(0.2)	(0)	(23.0)	(27.1)	(0)	(0)	(83.1)	(0)	(0)	寒天ゼリー<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (29.8)g			
15108	(10.7)	(1.1)	(0.4)	(0)	(54.8)	(10.7)	(0)	(0)	(89.5)	(0)	(0)	部分割合： 糖衣 5、ゼリー 6<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (11.8)g			
15110	(0.8)	(1.6)	(0.4)	(0)	(56.8)	(18.3)	(0)	(0)	(98.0)	-	-	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (20.1)g			
15111	(0.3)	(0.9)	(0.6)	(0)	(76.6)	(6.0)	(Tr)	(0)	(91.1)	-	-	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (6.6)g			
15112	(2.5)	(0.6)	(0.2)	(0)	(35.5)	(6.4)	(0)	(0)	(52.5)	(0)	(0)	いり落花生入り<br>原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (7.1)g			
15113	(0.7)	(1.3)	(0.4)	(0)	(44.0)	(15.7)	(0)	(0)	(79.3)	-	-	原材料配合割合から推計<br>80 %エタノールに可溶性のマルトデキストリン： (17.3)g			
15137	(0.9)	(0)	(Tr)	(0)	(29.7)	(0)	(7.5)	(0)	(38.2)	(0)	(0)	部分割合： チョコレート 27、アーモンド 15<br>原材料配合割合から推計			
15114	(21.1)	(0.2)	(0.2)	(Tr)	(33.5)	(Tr)	(7.1)	(0)	(62.2)	(0)	(0)	別名： エンローバーチョコレート<br>ビスケット等をチョコレートで被覆したもの<br>部分割合： チョコレート 3、ビスケット 2<br>原材料配合割合から推計			
15186	2.5	0	Tr	-	39.4	0	3.7	-	45.6	-	-				
15187	4.2	0	Tr	-	24.5	0	0.3	-	29.1	-	-				
15115	-	-	-	(0)	(45.2)	-	(10.2)	-	(55.4)	-	-	英国成分表から推計			
